brand,brand_slug,model,model_slug,default_category,default_engine_cc,fuel_type,model_status,market_origins,status
Kymco,kymco,Like 125,like-125,Scooters,125,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Kymco,kymco,Like 150,like-150,Scooters,150,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Kymco,kymco,X-Town 300,x-town-300,Scooters,300,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Lifan,lifan,KP 200,kp-200,Street Bikes,200,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Lifan,lifan,KP Mini 150,kp-mini-150,Street Bikes,150,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Lifan,lifan,KPR 150,kpr-150,Street Bikes,150,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Lifan,lifan,KPR 200,kpr-200,Street Bikes,200,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Lifan,lifan,KPT 200,kpt-200,Street Bikes,200,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Loncin,loncin,Voge 300DS,voge-300ds,Trail Bikes,,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Loncin,loncin,Voge 300R,voge-300r,Street Bikes,,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Loncin,loncin,Voge 500DS,voge-500ds,Trail Bikes,50,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Loncin,loncin,Voge 525DSX,voge-525dsx,Trail Bikes,52,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Loncin,loncin,Voge 650DSX,voge-650dsx,Trail Bikes,65,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Moto Guzzi,moto-guzzi,Stelvio,stelvio,Trail Bikes,,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Moto Guzzi,moto-guzzi,V100 Mandello,v100-mandello,Street Bikes,,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Moto Guzzi,moto-guzzi,V7,v7,Street Bikes,,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Moto Guzzi,moto-guzzi,V85 TT,v85-tt,Trail Bikes,,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
MV Agusta,mv-agusta,Brutale 800,brutale-800,High Capacity Bikes,800,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
MV Agusta,mv-agusta,Dragster 800,dragster-800,Trail Bikes,800,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
MV Agusta,mv-agusta,F3 800,f3-800,High Capacity Bikes,800,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
MV Agusta,mv-agusta,Superveloce,superveloce,High Capacity Bikes,,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
MV Agusta,mv-agusta,Turismo Veloce,turismo-veloce,Street Bikes,,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
NIU,niu,MQi,mqi,Electric Bikes,,Electric,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
NIU,niu,NQi,nqi,Electric Bikes,,Electric,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
NIU,niu,RQi,rqi,Electric Bikes,,Electric,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
NIU,niu,UQi,uqi,Electric Bikes,,Electric,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Ola Electric,ola-electric,Roadster,roadster,Electric Bikes,,Electric,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Ola Electric,ola-electric,Roadster X,roadster-x,Electric Bikes,,Electric,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Ola Electric,ola-electric,S1 Pro,s1-pro,Electric Bikes,,Electric,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Ola Electric,ola-electric,S1 X,s1-x,Electric Bikes,,Electric,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Piaggio,piaggio,Beverly,beverly,Electric Bikes,400,Electric,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Piaggio,piaggio,Liberty,liberty,Scooters,125,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Piaggio,piaggio,Medley,medley,Scooters,150,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Piaggio,piaggio,MP3,mp3,Scooters,500,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
QJMotor,qjmotor,ATR 175,atr-175,Scooters,175,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
QJMotor,qjmotor,ATR 200,atr-200,Scooters,200,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
QJMotor,qjmotor,LTR 125,ltr-125,Scooters,125,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
QJMotor,qjmotor,LTR 175,ltr-175,Scooters,175,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
QJMotor,qjmotor,SRK 1051,srk-1051,High Capacity Bikes,1051,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
QJMotor,qjmotor,SRK 125,srk-125,Street Bikes,125,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
QJMotor,qjmotor,SRK 125 R,srk-125-r,High Capacity Bikes,125,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
QJMotor,qjmotor,SRK 125 S,srk-125-s,Street Bikes,125,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
QJMotor,qjmotor,SRK 250,srk-250,Street Bikes,250,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
QJMotor,qjmotor,SRK 250 RS,srk-250-rs,High Capacity Bikes,250,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
QJMotor,qjmotor,SRK 300,srk-300,Street Bikes,300,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
QJMotor,qjmotor,SRK 300 R,srk-300-r,High Capacity Bikes,300,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
QJMotor,qjmotor,SRK 400,srk-400,Street Bikes,400,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
QJMotor,qjmotor,SRK 550,srk-550,High Capacity Bikes,550,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
QJMotor,qjmotor,SRK 600,srk-600,High Capacity Bikes,600,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
QJMotor,qjmotor,SRK 600 RS,srk-600-rs,High Capacity Bikes,600,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
QJMotor,qjmotor,SRK 700,srk-700,High Capacity Bikes,700,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
QJMotor,qjmotor,SRK 800,srk-800,High Capacity Bikes,800,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
QJMotor,qjmotor,SRK 921,srk-921,High Capacity Bikes,921,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
QJMotor,qjmotor,SRT 125,srt-125,Trail Bikes,125,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
QJMotor,qjmotor,SRT 250,srt-250,Trail Bikes,250,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
QJMotor,qjmotor,SRT 400,srt-400,Trail Bikes,400,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
QJMotor,qjmotor,SRT 500,srt-500,Trail Bikes,500,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
QJMotor,qjmotor,SRT 550,srt-550,Trail Bikes,550,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
QJMotor,qjmotor,SRT 600,srt-600,Trail Bikes,600,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
QJMotor,qjmotor,SRT 700,srt-700,Trail Bikes,700,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
QJMotor,qjmotor,SRT 800,srt-800,Trail Bikes,800,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
QJMotor,qjmotor,SRT 900,srt-900,Trail Bikes,900,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
QJMotor,qjmotor,SRV 125,srv-125,Classic Bikes,125,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
QJMotor,qjmotor,SRV 200,srv-200,Classic Bikes,200,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
QJMotor,qjmotor,SRV 250,srv-250,Classic Bikes,250,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
QJMotor,qjmotor,SRV 300,srv-300,Classic Bikes,300,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
QJMotor,qjmotor,SRV 600,srv-600,Classic Bikes,600,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Revolt,revolt,RV1,rv1,Electric Bikes,,Electric,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Revolt,revolt,RV400,rv400,Electric Bikes,,Electric,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Royal Enfield,royal-enfield,Bear 650,bear-650,Classic Bikes,650,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Royal Enfield,royal-enfield,Bullet 350,bullet-350,Classic Bikes,350,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Royal Enfield,royal-enfield,Bullet 500,bullet-500,Classic Bikes,500,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Royal Enfield,royal-enfield,Bullet 650,bullet-650,Classic Bikes,650,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Royal Enfield,royal-enfield,Classic 350,classic-350,Classic Bikes,350,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Royal Enfield,royal-enfield,Classic 500,classic-500,Classic Bikes,500,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Royal Enfield,royal-enfield,Classic 650,classic-650,Classic Bikes,650,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Royal Enfield,royal-enfield,Continental GT 535,continental-gt-535,Classic Bikes,535,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Royal Enfield,royal-enfield,Continental GT 650,continental-gt-650,Classic Bikes,650,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Royal Enfield,royal-enfield,Electra 350,electra-350,Classic Bikes,350,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Royal Enfield,royal-enfield,Electra 500,electra-500,Classic Bikes,500,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Royal Enfield,royal-enfield,Goan Classic 350,goan-classic-350,Classic Bikes,350,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Royal Enfield,royal-enfield,Guerrilla 450,guerrilla-450,Street Bikes,450,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Royal Enfield,royal-enfield,Himalayan 411,himalayan-411,Trail Bikes,411,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Royal Enfield,royal-enfield,Himalayan 440,himalayan-440,Trail Bikes,440,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Royal Enfield,royal-enfield,Himalayan 450,himalayan-450,Trail Bikes,450,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Royal Enfield,royal-enfield,Hunter 350,hunter-350,Classic Bikes,350,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Royal Enfield,royal-enfield,Interceptor 650,interceptor-650,Classic Bikes,650,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Royal Enfield,royal-enfield,Machismo 350,machismo-350,Classic Bikes,350,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Royal Enfield,royal-enfield,Machismo 500,machismo-500,Classic Bikes,500,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Royal Enfield,royal-enfield,Meteor 350,meteor-350,Classic Bikes,350,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Royal Enfield,royal-enfield,Scram 411,scram-411,Trail Bikes,411,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Royal Enfield,royal-enfield,Scram 440,scram-440,Trail Bikes,440,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Royal Enfield,royal-enfield,Shotgun 650,shotgun-650,Classic Bikes,650,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Royal Enfield,royal-enfield,Super Meteor 650,super-meteor-650,Classic Bikes,650,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Royal Enfield,royal-enfield,Thunderbird 350,thunderbird-350,Classic Bikes,350,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Royal Enfield,royal-enfield,Thunderbird 500,thunderbird-500,Classic Bikes,500,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Royal Enfield,royal-enfield,Thunderbird X,thunderbird-x,Classic Bikes,,Petrol,REVIEW_REQUIRED,INDIA|SRI_LANKA_USED,ACTIVE
Sherco,sherco,SE 125,se-125,Street Bikes,125,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Sherco,sherco,SE 250,se-250,Street Bikes,250,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Sherco,sherco,SE 300,se-300,Street Bikes,300,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Sherco,sherco,SEF 250,sef-250,Street Bikes,250,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Sherco,sherco,SEF 300,sef-300,Street Bikes,300,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Sherco,sherco,SEF 450,sef-450,Street Bikes,450,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Suzuki,suzuki,Access 125,access-125,Scooters,125,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,Address,address,Scooters,125,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,Avenis,avenis,Scooters,125,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,Bandit 1200,bandit-1200,Street Bikes,1200,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,Bandit 250,bandit-250,Street Bikes,250,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,Bandit 400,bandit-400,Street Bikes,400,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,Bandit 600,bandit-600,Street Bikes,600,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,Bandit 650,bandit-650,Street Bikes,650,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,Burgman Street,burgman-street,Scooters,125,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,Burgman Street EX,burgman-street-ex,Scooters,125,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,Djebel 125,djebel-125,Trail Bikes,125,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,Djebel 200,djebel-200,Trail Bikes,200,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,Djebel 250,djebel-250,Trail Bikes,250,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,DR-Z125,dr-z125,Trail Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,DR-Z250,dr-z250,Trail Bikes,50,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,DR-Z400,dr-z400,Trail Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,DR125,dr125,Trail Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,DR200,dr200,Trail Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,DR250,dr250,Trail Bikes,50,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,DR350,dr350,Trail Bikes,50,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,DR650,dr650,Trail Bikes,50,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,e-Access,e-access,Electric Bikes,,Electric,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,EN125,en125,Commuter,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,Gixxer,gixxer,Street Bikes,155,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,Gixxer 150,gixxer-150,Street Bikes,150,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,Gixxer 250,gixxer-250,Street Bikes,250,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,Gixxer SF,gixxer-sf,Street Bikes,155,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,Gixxer SF 150,gixxer-sf-150,Street Bikes,150,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,Gixxer SF 250,gixxer-sf-250,Street Bikes,250,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,GN125,gn125,Classic Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,GN250,gn250,Classic Bikes,50,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,GS125,gs125,Commuter,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,GS150R,gs150r,Street Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,GSX-R1000,gsx-r1000,High Capacity Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,GSX-R1000R,gsx-r1000r,High Capacity Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,GSX-R125,gsx-r125,High Capacity Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,GSX-R150,gsx-r150,High Capacity Bikes,50,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,GSX-R250,gsx-r250,High Capacity Bikes,50,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,GSX-R400,gsx-r400,High Capacity Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,GSX-R600,gsx-r600,High Capacity Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,GSX-R750,gsx-r750,High Capacity Bikes,50,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,GSX-S1000,gsx-s1000,Street Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,GSX-S125,gsx-s125,Street Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,GSX-S150,gsx-s150,Street Bikes,50,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,GSX-S250,gsx-s250,Street Bikes,50,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,GSX-S750,gsx-s750,Street Bikes,50,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,Hayabusa / GSX1300R,hayabusa-gsx1300r,High Capacity Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,Intruder 150,intruder-150,Classic Bikes,150,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,Intruder 250,intruder-250,Classic Bikes,250,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,Intruder 800,intruder-800,Classic Bikes,800,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,Katana 1000,katana-1000,Classic Bikes,1000,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,Katana 250,katana-250,Classic Bikes,250,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,Katana 400,katana-400,Classic Bikes,400,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,Katana 750,katana-750,Classic Bikes,750,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,Let's,let-s,Street Bikes,113,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,RM-Z250,rm-z250,Trail Bikes,50,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,RM-Z450,rm-z450,Trail Bikes,50,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,RM125,rm125,Trail Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,RM250,rm250,Trail Bikes,50,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,ST250,st250,Classic Bikes,50,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,SV400,sv400,Street Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,SV650,sv650,Street Bikes,50,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,TL1000,tl1000,Street Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,V-Strom 1000,v-strom-1000,Trail Bikes,1000,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,V-Strom 1050,v-strom-1050,Trail Bikes,1050,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,V-Strom 250,v-strom-250,Trail Bikes,250,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,V-Strom 650,v-strom-650,Trail Bikes,650,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,V-Strom 800,v-strom-800,Trail Bikes,800,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,V-Strom 800DE,v-strom-800de,Trail Bikes,80,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,V-Strom SX,v-strom-sx,Trail Bikes,,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,VanVan 125,vanvan-125,Classic Bikes,125,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,VanVan 200,vanvan-200,Classic Bikes,200,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
Suzuki,suzuki,Volty 250,volty-250,Classic Bikes,250,Petrol,REVIEW_REQUIRED,JAPAN|IMPORT|SRI_LANKA_USED,ACTIVE
SYM,sym,Cruisym 300,cruisym-300,Scooters,300,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
SYM,sym,Jet 14,jet-14,Scooters,,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
SYM,sym,Jet X,jet-x,Scooters,,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
SYM,sym,Maxsym 400,maxsym-400,Scooters,400,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
SYM,sym,Symphony 125,symphony-125,Scooters,125,Petrol,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
Triumph,triumph,Bonneville Bobber,bonneville-bobber,Electric Bikes,,Electric,REVIEW_REQUIRED,GLOBAL|IMPORT,ACTIVE
